BotName,PlayerHealth,Win,TotalRequests,InvalidResponses,TotalTokens,AvgResponseTime,InvalidRate
RCoT-claude,36,True,12,0,4332,5.262568096319835,0.0
RCoT-claude,24,True,19,0,6981,5.423140262302599,0.0
RCoT-claude,36,True,12,0,4385,5.246269404888153,0.0
RCoT-claude,36,True,12,0,4569,5.339929203192393,0.0
RCoT-claude,36,True,13,0,4782,5.3561524611253,0.0
RCoT-claude,58,True,6,0,2085,4.604882558186849,0.0
RCoT-claude,36,True,16,0,5795,5.016218855977058,0.0
RCoT-claude,58,True,6,0,2287,5.402129570643107,0.0
RCoT-claude,31,True,11,0,3978,5.283232255415483,0.0
RCoT-claude,36,True,12,0,4455,5.429474810759227,0.0
RCoT-claude,26,True,13,0,5031,5.6769319130824165,0.0
RCoT-claude,36,True,13,0,4800,5.300716051688561,0.0
RCoT-claude,36,True,12,0,4323,4.780591766039531,0.0
RCoT-claude,4,True,13,0,4954,5.367299905190101,0.0
RCoT-claude,36,True,16,0,5990,5.3612537533044815,0.0
RCoT-claude,41,True,12,0,4401,5.5739129185676575,0.0
RCoT-claude,36,True,12,0,4498,5.261054337024689,0.0
RCoT-claude,26,True,11,0,4280,5.681076808409258,0.0
RCoT-claude,41,True,13,0,4804,5.089062232237596,0.0
RCoT-claude,36,True,12,0,4522,5.478025317192078,0.0
RCoT-gemini,34,True,23,16,14902,7.267809152603149,69.56521739130434
RCoT-gemini,24,True,21,12,13693,7.158410435631161,57.14285714285714
RCoT-gemini,48,True,10,8,6589,7.380688095092774,80.0
RCoT-gemini,36,True,12,9,7927,7.282934705416362,75.0
RCoT-gemini,34,True,22,14,14506,7.120194337584755,63.63636363636363
RCoT-gemini,14,True,25,17,16509,7.2430902767181395,68.0
RCoT-gemini,36,True,12,8,7807,6.974871734778087,66.66666666666666
RCoT-gemini,36,True,13,10,8586,7.019484703357403,76.92307692307693
RCoT-gemini,7,True,28,22,18589,7.326937471117292,78.57142857142857
RCoT-gemini,12,True,31,23,20304,7.281788895207066,74.19354838709677
RCoT-gemini,19,True,20,14,12798,7.245521128177643,70.0
RCoT-gemini,12,True,29,19,18865,7.148555196564773,65.51724137931035
RCoT-gemini,41,True,19,12,12465,7.373925434915643,63.1578947368421
RCoT-gemini,12,True,29,19,19118,7.2689410489181,65.51724137931035
RCoT-gemini,24,True,22,13,14608,7.3128132169896904,59.09090909090909
RCoT-gemini,2,True,28,20,18384,8.137934071677071,71.42857142857143
RCoT-gemini,24,True,22,16,14553,7.401927330277183,72.72727272727273
RCoT-gemini,46,True,13,9,8496,7.087646796153142,69.23076923076923
RCoT-gemini,19,True,20,15,13145,7.061652255058289,75.0
RCoT-gemini,7,True,31,21,20385,7.613227690419843,67.74193548387096
RCoT-gemini,36,True,13,9,8594,7.020055000598614,69.23076923076923
RCoT-gemini,29,True,21,14,13880,7.612852539334979,66.66666666666666
RCoT-gemini,19,True,21,15,13677,7.210851056235177,71.42857142857143
RCoT-gemini,36,True,17,10,11137,8.317688198650584,58.82352941176471
RCoT-gemini,36,True,13,10,8506,7.265802346743071,76.92307692307693
MCTSAgent,14,True,0,0,0,0.0,0.0
MCTSAgent,26,True,0,0,0,0.0,0.0
MCTSAgent,19,True,0,0,0,0.0,0.0
MCTSAgent,4,True,0,0,0,0.0,0.0
MCTSAgent,19,True,0,0,0,0.0,0.0
MCTSAgent,2,True,0,0,0,0.0,0.0
MCTSAgent,31,True,0,0,0,0.0,0.0
MCTSAgent,51,True,0,0,0,0.0,0.0
MCTSAgent,36,True,0,0,0,0.0,0.0
MCTSAgent,31,True,0,0,0,0.0,0.0
MCTSAgent,31,True,0,0,0,0.0,0.0
MCTSAgent,7,True,0,0,0,0.0,0.0
MCTSAgent,36,True,0,0,0,0.0,0.0
MCTSAgent,14,True,0,0,0,0.0,0.0
MCTSAgent,36,True,0,0,0,0.0,0.0
MCTSAgent,4,True,0,0,0,0.0,0.0
MCTSAgent,0,False,0,0,0,0.0,0.0
MCTSAgent,29,True,0,0,0,0.0,0.0
MCTSAgent,41,True,0,0,0,0.0,0.0
MCTSAgent,9,True,0,0,0,0.0,0.0
MCTSAgent,12,True,0,0,0,0.0,0.0
MCTSAgent,14,True,0,0,0,0.0,0.0
MCTSAgent,9,True,0,0,0,0.0,0.0
MCTSAgent,41,True,0,0,0,0.0,0.0
MCTSAgent,36,True,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,36,True,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,9,True,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,4,True,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
