BotName,PlayerHealth,Win,TotalRequests,InvalidResponses,TotalTokens,AvgResponseTime,InvalidRate
MCTSAgent,0,False,0,0,0,0.0,0.0
MCTSAgent,0,False,0,0,0,0.0,0.0
MCTSAgent,58,True,0,0,0,0.0,0.0
MCTSAgent,9,True,0,0,0,0.0,0.0
Backtrack-Depth3,41,True,0,0,0,0.0,0.0
Backtrack-Depth3,46,True,0,0,0,0.0,0.0
Backtrack-Depth3,31,True,0,0,0,0.0,0.0
Backtrack-Depth3,31,True,0,0,0,0.0,0.0
Backtrack-Depth3,26,True,0,0,0,0.0,0.0
Backtrack-Depth3,21,True,0,0,0,0.0,0.0
Backtrack-Depth3,48,True,0,0,0,0.0,0.0
Backtrack-Depth3,26,True,0,0,0,0.0,0.0
Backtrack-Depth3,36,True,0,0,0,0.0,0.0
Backtrack-Depth3,4,True,0,0,0,0.0,0.0
Backtrack-Depth3,0,False,0,0,0,0.0,0.0
Backtrack-Depth3,0,False,0,0,0,0.0,0.0
Backtrack-Depth3,0,False,0,0,0,0.0,0.0
Backtrack-Depth3,41,True,0,0,0,0.0,0.0
Backtrack-Depth3,19,True,0,0,0,0.0,0.0
Backtrack-Depth3,48,True,0,0,0,0.0,0.0
Backtrack-Depth3,41,True,0,0,0,0.0,0.0
Backtrack-Depth3,9,True,0,0,0,0.0,0.0
Backtrack-Depth3,4,True,0,0,0,0.0,0.0
Backtrack-Depth3,36,True,0,0,0,0.0,0.0
Backtrack-Depth3,14,True,0,0,0,0.0,0.0
Backtrack-Depth3,4,True,0,0,0,0.0,0.0
Backtrack-Depth3,0,False,0,0,0,0.0,0.0
Backtrack-Depth3,36,True,0,0,0,0.0,0.0
Backtrack-Depth3,26,True,0,0,0,0.0,0.0
